financial_year,state_code,states,requirement_urea,availability_urea,sales_urea,requirement_dap,availability_dap,sales_dap,requirement_mop,availability_mop,sales_mop,requirement_npks,availability_npks,sales_npks
2019-20,28.0,Punjab,26.5,33.96,29.64,8.25,9.29,7.29,1.45,1.1,0.64,0.76,0.56,0.38
2019-20,29.0,Rajasthan,22.5,26.47,22.97,8.0,10.54,8.38,0.3,0.46,0.26,0.55,1.01,0.62
2019-20,30.0,Sikkim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-20,31.0,Tamil Nadu,10.0,10.37,9.13,3.3,3.37,2.46,2.85,3.21,2.52,5.25,8.35,6.17
2019-20,32.0,Telangana,15.5,19.21,15.2,3.2,3.34,2.32,2.6,2.26,1.71,11.6,16.26,12.21
2019-20,33.0,Tripura,0.33,0.29,0.17,0.06,0.07,0.02,0.1,0.12,0.07,0.02,0.02,0.01
2019-20,34.0,Uttar Pradesh,2.35,2.69,2.45,0.33,0.58,0.44,0.07,0.12,0.07,0.35,0.36,0.24
2019-20,35.0,Uttarakhand,70.0,83.29,70.95,21.0,30.1,21.94,3.5,3.59,2.4,9.0,8.4,5.56
2019-20,36.0,West Bengal,13.2,15.89,13.11,3.7,4.47,3.43,3.9,3.56,2.42,10.44,13.1,9.98
2019-20,37.0,All India,335.26,395.16,336.96,103.3,136.75,101.01,38.12,39.44,27.8,104.82,144.66,105.01
2020-21,1.0,Andaman & Nicobar,0.01,0.01,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0
2020-21,2.0,Andhra Pradesh,17.5,18.84,15.92,4.0,4.66,4.21,2.8,3.6,2.94,13.5,19.78,17.27
2020-21,3.0,Arunachal Pradesh,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
2020-21,4.0,Assam,4.15,4.11,3.46,0.83,0.92,0.79,0.82,0.99,0.8,0.2,0.17,0.14
2020-21,5.0,Bihar,22.0,26.21,23.3,7.0,8.93,8.12,2.5,3.44,2.61,3.5,4.58,3.63
2020-21,6.0,Chandigarh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-21,7.0,Chattisgarh,6.5,11.08,9.17,3.35,5.42,4.51,1.01,1.52,1.12,1.6,1.72,1.19
2020-21,8.0,Dadra & Nagar Haveli,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
2020-21,9.0,Daman & Diu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-21,10.0,Delhi,0.23,0.24,0.22,0.05,0.04,0.04,0.02,0.01,0.0,0.02,0.0,0.0
2020-21,11.0,GOA,0.02,0.03,0.02,0.02,0.0,0.0,0.01,0.01,0.01,0.03,0.04,0.03
2020-21,12.0,Gujarat,24.0,26.22,23.82,5.0,7.02,6.55,1.3,1.7,1.51,5.35,9.48,7.79
2020-21,13.0,Harayana,21.0,23.64,21.52,6.3,6.86,6.32,0.7,0.98,0.6,0.4,0.35,0.23
2020-21,14.0,Himachal Pradesh,0.7,0.88,0.72,0.02,0.02,0.02,0.09,0.12,0.08,0.41,0.45,0.34
2020-21,15.0,J&K,1.43,2.58,2.16,0.79,0.93,0.8,0.26,0.6,0.48,0.0,0.04,0.02
2020-21,16.0,Jharkhand,2.6,3.07,2.58,1.0,1.27,1.08,0.11,0.07,0.05,0.38,0.44,0.36
2020-21,17.0,Karnataka,16.5,20.62,16.43,6.5,7.97,6.82,3.15,4.57,3.35,14.15,23.28,18.24
2020-21,18.0,Kerala,1.13,1.51,1.27,0.19,0.22,0.21,0.85,1.28,1.09,1.25,1.72,1.44
2020-21,19.0,Lakshadweep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-21,20.0,Madhya Pradesh,31.0,34.73,30.18,13.55,18.04,16.07,1.5,2.03,1.5,3.75,4.85,3.98
2020-21,21.0,Maharashtra,25.0,29.76,24.62,7.0,9.44,8.17,4.5,5.43,4.09,21.0,35.89,26.89
2020-21,22.0,Manipur,0.27,0.24,0.22,0.16,0.06,0.04,0.14,0.03,0.03,0.0,0.0,0.0
2020-21,23.0,Meghalaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-21,24.0,Mizoram,0.09,0.02,0.02,0.05,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
2020-21,25.0,Nagaland,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-21,26.0,Orissa,5.65,6.66,5.27,2.2,2.82,2.52,1.3,1.81,1.38,2.8,3.26,2.65
2020-21,27.0,Pondicherry,0.13,0.15,0.14,0.02,0.01,0.01,0.02,0.03,0.02,0.04,0.11,0.09
2020-21,28.0,Punjab,28.3,32.85,29.37,8.25,8.87,7.73,1.5,1.21,0.85,0.76,0.47,0.36
2020-21,29.0,Rajasthan,22.0,25.78,23.21,8.0,9.72,9.17,0.3,0.46,0.32,0.55,0.76,0.64
2020-21,30.0,Sikkim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-21,31.0,Tamil Nadu,10.0,11.58,9.88,3.25,3.07,2.72,3.1,3.88,3.07,6.3,9.08,7.38
2020-21,32.0,Telangana,19.5,22.2,17.54,2.7,3.62,3.14,2.6,3.0,2.47,13.5,18.38,15.18
2020-21,33.0,Tripura,0.25,0.25,0.14,0.06,0.07,0.05,0.1,0.07,0.04,0.02,0.02,0.01
2020-21,34.0,Uttar Pradesh,2.25,2.57,2.4,0.4,0.46,0.38,0.1,0.11,0.06,0.38,0.34,0.31
2020-21,35.0,Uttarakhand,74.0,84.55,74.13,23.0,29.02,25.76,3.5,3.74,2.78,8.0,8.2,6.26
2020-21,36.0,West Bengal,14.43,16.08,12.78,4.05,4.48,3.94,3.2,3.89,3.06,10.12,13.16,11.39
2020-21,37.0,All India,350.64,406.49,350.51,107.76,133.98,119.18,35.51,44.56,34.32,108.0,156.55,125.82
2021-22,1.0,Andaman & Nicobar,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0
2021-22,2.0,Andhra Pradesh,17.0,17.08,14.83,4.45,3.79,3.6,3.0,1.97,1.78,17.0,15.93,13.99
2021-22,3.0,Arunachal Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,4.0,Assam,3.85,4.0,3.6,0.89,0.68,0.52,0.85,0.62,0.55,0.17,0.25,0.19
2021-22,5.0,Bihar,22.0,22.79,21.53,7.5,5.82,5.52,2.5,1.52,1.38,4.0,4.44,3.96
2021-22,6.0,Chandigarh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,7.0,Chattisgarh,7.0,9.66,8.0,3.8,3.69,3.53,1.01,1.09,0.83,1.3,1.46,1.31
2021-22,8.0,Dadra & Nagar Haveli,0.02,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,9.0,Daman & Diu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,10.0,Delhi,0.2,0.3,0.26,0.04,0.05,0.03,0.01,0.0,0.0,0.02,0.0,0.0
2021-22,11.0,GOA,0.02,0.02,0.02,0.01,0.0,0.0,0.01,0.01,0.0,0.02,0.03,0.03
2021-22,12.0,Gujarat,24.0,24.93,21.9,5.0,5.43,5.0,1.2,1.22,1.09,5.95,7.35,6.69
2021-22,13.0,Harayana,20.5,23.26,20.75,6.0,5.33,4.96,0.56,0.67,0.57,0.7,0.63,0.54
2021-22,14.0,Himachal Pradesh,0.79,0.9,0.74,0.02,0.01,0.0,0.08,0.1,0.04,0.38,0.34,0.19
2021-22,15.0,J&K,1.43,2.11,1.67,0.8,0.57,0.44,0.4,0.25,0.19,0.03,0.02,0.0
2021-22,16.0,Jharkhand,2.6,3.01,2.57,1.0,0.97,0.91,0.2,0.05,0.01,0.46,0.49,0.45
2021-22,17.0,Karnataka,16.5,21.04,17.84,6.54,6.37,5.73,3.17,2.74,2.54,17.2,20.82,18.72
2021-22,18.0,Kerala,1.22,1.29,1.15,0.2,0.14,0.14,1.1,0.86,0.77,1.45,1.43,1.26
2021-22,19.0,Lakshadweep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,20.0,Madhya Pradesh,35.0,33.01,29.18,19.5,12.54,12.03,1.8,1.31,1.18,4.35,5.31,4.96
2021-22,21.0,Maharashtra,25.5,28.29,23.68,8.5,6.42,5.87,4.5,3.63,3.26,21.5,28.97,25.75
2021-22,22.0,Manipur,0.27,0.24,0.14,0.14,0.03,0.01,0.14,0.0,0.0,0.0,0.02,0.01
2021-22,23.0,Meghalaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,24.0,Mizoram,0.09,0.03,0.01,0.06,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
2021-22,25.0,Nagaland,0.02,0.01,0.01,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
2021-22,26.0,Orissa,5.64,6.36,5.53,2.68,2.51,2.37,1.43,1.17,1.07,2.8,2.77,2.49
2021-22,27.0,Pondicherry,0.12,0.15,0.15,0.02,0.01,0.01,0.02,0.02,0.02,0.07,0.08,0.07
2021-22,28.0,Punjab,28.0,34.95,31.34,8.0,6.58,6.27,1.0,0.87,0.64,0.76,1.47,1.21
2021-22,29.0,Rajasthan,21.0,25.43,22.59,7.7,6.59,6.1,0.3,0.31,0.24,0.63,1.23,1.2
2021-22,30.0,Sikkim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,31.0,Tamil Nadu,10.1,10.85,10.4,2.9,2.56,2.39,3.0,2.8,2.53,6.92,9.25,8.17
2021-22,32.0,Telangana,19.0,19.19,17.12,4.2,3.14,2.98,3.1,1.5,1.39,18.6,15.07,13.24
2021-22,33.0,Tripura,0.27,0.32,0.18,0.05,0.04,0.01,0.09,0.05,0.01,0.02,0.03,0.01
2021-22,34.0,Uttar Pradesh,2.16,2.3,2.09,0.32,0.43,0.31,0.09,0.09,0.04,0.3,0.24,0.22
2021-22,35.0,Uttarakhand,78.0,82.3,71.12,29.5,23.75,21.2,3.8,2.12,1.91,8.0,6.78,6.36
2021-22,36.0,West Bengal,14.23,15.84,13.3,4.05,3.03,2.7,3.7,2.09,1.89,10.12,11.3,10.34
2021-22,37.0,All India,356.53,389.68,341.73,123.9,100.49,92.64,37.1,27.06,23.93,122.74,135.74,121.37
2022-23,1.0,Andaman & Nicobar,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0
2022-23,2.0,Andhra Pradesh,16.65,18.39,15.87,4.2,5.43,4.64,3.09,1.42,1.18,15.97,16.27,13.73
2022-23,3.0,Arunachal Pradesh,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
2022-23,4.0,Assam,3.85,4.07,3.56,0.85,0.83,0.63,0.75,0.58,0.47,0.26,0.22,0.19
2022-23,5.0,Bihar,22.8,24.68,21.96,6.82,7.15,5.66,2.16,1.55,1.26,3.72,5.35,4.25
2022-23,6.0,Chandigarh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,7.0,Chattisgarh,8.74,10.57,8.38,3.7,4.68,3.14,1.01,0.77,0.56,1.45,1.63,1.06
2022-23,8.0,Dadra & Nagar Haveli,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,9.0,Daman & Diu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,10.0,Delhi,0.2,0.32,0.28,0.04,0.06,0.05,0.01,0.0,0.0,0.01,0.0,0.0
2022-23,11.0,GOA,0.03,0.02,0.02,0.01,0.0,0.0,0.01,0.0,0.0,0.04,0.03,0.03
2022-23,12.0,Gujarat,24.0,27.3,24.73,5.5,7.48,6.1,1.15,0.91,0.81,5.85,7.08,5.23
2022-23,13.0,Harayana,21.5,23.68,20.46,5.7,6.48,5.59,0.6,0.43,0.35,0.7,0.3,0.26
2022-23,14.0,Himachal Pradesh,0.76,0.85,0.74,0.02,0.02,0.02,0.07,0.07,0.04,0.39,0.41,0.35
2022-23,15.0,J&K,1.68,1.93,1.6,0.59,0.6,0.48,0.4,0.23,0.17,0.04,0.0,0.0
2022-23,16.0,Jharkhand,2.6,3.04,2.56,1.0,0.89,0.77,0.2,0.05,0.04,0.46,0.52,0.45
2022-23,17.0,Karnataka,17.2,22.22,18.21,5.9,8.44,6.21,3.0,1.68,1.41,17.16,21.53,16.67
2022-23,18.0,Kerala,1.23,1.32,1.12,0.2,0.22,0.19,1.07,0.86,0.78,1.42,1.32,1.02
2022-23,19.0,Lakshadweep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,20.0,Madhya Pradesh,33.0,36.94,32.39,18.5,17.61,13.85,1.57,0.76,0.62,4.85,6.25,4.79
2022-23,21.0,Maharashtra,25.29,30.39,24.66,8.2,9.34,7.18,4.3,1.68,1.38,23.5,28.89,20.46
2022-23,22.0,Manipur,0.22,0.35,0.31,0.12,0.04,0.04,0.12,0.05,0.04,0.0,0.03,0.03
2022-23,23.0,Meghalaya,0.02,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0
2022-23,24.0,Mizoram,0.09,0.11,0.1,0.06,0.01,0.01,0.04,0.0,0.0,0.0,0.0,0.0
2022-23,25.0,Nagaland,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,26.0,Orissa,5.84,7.08,5.6,2.69,2.55,1.94,1.35,0.84,0.61,3.05,3.26,2.63
2022-23,27.0,Pondicherry,0.15,0.18,0.17,0.01,0.02,0.02,0.02,0.01,0.01,0.07,0.09,0.06
2022-23,28.0,Punjab,29.25,34.9,29.45,7.25,8.46,7.17,0.9,0.49,0.41,1.7,0.71,0.58
2022-23,29.0,Rajasthan,21.5,27.91,25.17,7.4,9.7,8.47,0.3,0.18,0.14,0.95,0.85,0.72
2022-23,30.0,Sikkim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,31.0,Tamil Nadu,9.96,11.38,10.05,2.73,3.49,2.76,2.53,1.85,1.65,6.45,9.19,7.38
2022-23,32.0,Telangana,18.39,21.63,18.83,3.55,4.7,3.71,2.27,0.86,0.74,15.16,16.24,12.9
2022-23,33.0,Tripura,0.27,0.28,0.19,0.05,0.02,0.02,0.09,0.06,0.02,0.02,0.03,0.02
2022-23,34.0,Uttar Pradesh,2.2,2.38,2.05,0.35,0.64,0.52,0.09,0.07,0.03,0.35,0.15,0.11
2022-23,35.0,Uttarakhand,77.5,87.39,74.72,24.7,27.69,22.38,3.36,1.42,1.22,7.0,6.64,4.79
2022-23,36.0,West Bengal,14.25,16.49,14.05,4.05,4.36,3.77,3.7,2.7,2.36,10.12,11.16,9.61
2022-23,37.0,All India,359.19,415.82,357.26,114.2,130.93,105.31,34.17,19.55,16.32,120.69,138.15,107.31
2023-24,1.0,Andaman & Nicobar,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
2023-24,2.0,Andhra Pradesh,15.73,17.89,14.99,4.13,4.86,4.2,1.84,1.81,1.31,13.28,17.87,14.02
2023-24,3.0,Arunachal Pradesh,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-24,4.0,Assam,3.46,4.56,3.73,0.75,0.87,0.72,0.66,0.69,0.44,0.3,0.39,0.23
2023-24,5.0,Bihar,22.63,27.46,23.24,6.82,7.78,6.51,2.28,1.75,1.39,4.5,6.09,4.39
2023-24,6.0,Chandigarh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-24,7.0,Chattisgarh,8.4,11.37,8.99,3.1,5.28,4.34,0.66,0.97,0.6,1.07,1.9,1.3
2023-24,8.0,Dadra & Nagar Haveli,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-24,9.0,Daman & Diu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-24,10.0,Delhi,0.0,0.37,0.32,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0
2023-24,11.0,GOA,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.04,0.03,0.02
2023-24,12.0,Gujarat,24.71,26.78,24.3,5.86,6.71,6.29,1.3,1.0,0.8,6.0,8.93,6.97
2023-24,13.0,Harayana,20.63,24.86,21.77,5.6,6.29,5.83,0.55,0.5,0.36,1.2,0.64,0.44
2023-24,14.0,Himachal Pradesh,0.68,0.82,0.68,0.01,0.01,0.01,0.05,0.05,0.03,0.37,0.39,0.32
2023-24,15.0,J&K,1.4,2.01,1.45,0.55,0.59,0.44,0.32,0.24,0.16,0.03,0.0,0.0
2023-24,16.0,Jharkhand,2.47,3.74,3.04,1.02,1.06,0.94,0.21,0.03,0.03,0.41,0.46,0.33
2023-24,17.0,Karnataka,16.1,21.02,15.65,5.9,8.13,6.42,2.45,1.97,1.54,16.5,21.09,15.84
2023-24,18.0,Kerala,1.19,1.13,0.96,0.2,0.18,0.16,0.97,0.87,0.7,1.42,1.56,1.26
2023-24,19.0,Lakshadweep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-24,20.0,Madhya Pradesh,33.46,41.73,34.37,14.22,17.81,15.5,0.87,1.05,0.67,5.4,6.99,5.41
2023-24,21.0,Maharashtra,23.74,31.06,23.48,7.0,8.93,7.36,3.0,2.18,1.42,26.5,34.08,23.04
2023-24,22.0,Manipur,0.3,0.26,0.25,0.04,0.01,0.01,0.05,0.02,0.02,0.0,0.01,0.0
2023-24,23.0,Meghalaya,0.02,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
2023-24,24.0,Mizoram,0.07,0.15,0.13,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-24,25.0,Nagaland,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-24,26.0,Orissa,5.46,7.7,5.84,2.33,3.12,2.74,1.03,0.93,0.66,2.8,3.16,2.42
2023-24,27.0,Pondicherry,0.16,0.15,0.13,0.02,0.01,0.01,0.01,0.01,0.01,0.06,0.1,0.07
2023-24,28.0,Punjab,29.48,37.35,30.68,8.0,8.23,7.24,0.85,0.62,0.5,1.5,1.02,0.73
2023-24,29.0,Rajasthan,24.28,29.23,25.39,8.95,9.8,9.37,0.23,0.2,0.15,1.11,1.4,1.08
2023-24,30.0,Sikkim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-24,31.0,Tamil Nadu,10.23,11.86,10.11,2.95,3.22,2.71,2.45,2.05,1.63,7.3,10.19,7.94
2023-24,32.0,Telangana,18.94,23.77,19.03,3.8,4.34,3.68,2.0,1.18,0.92,15.99,17.09,13.62
2023-24,33.0,Tripura,0.24,0.26,0.14,0.05,0.04,0.03,0.07,0.06,0.02,0.02,0.03,0.02
2023-24,34.0,Uttar Pradesh,1.84,2.67,2.31,0.35,0.49,0.38,0.08,0.08,0.04,0.35,0.24,0.2
2023-24,35.0,Uttarakhand,76.15,91.83,74.53,24.5,25.76,21.61,2.35,1.62,1.21,9.5,10.13,7.93
2023-24,36.0,West Bengal,14.32,17.34,12.2,4.02,3.83,3.2,3.35,2.85,1.83,10.65,12.74,9.2
2023-24,37.0,All India,356.08,437.47,357.81,110.18,127.42,109.73,27.62,22.74,16.45,126.31,156.51,116.8
2024-25,1.0,Andaman & Nicobar,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-25,2.0,Andhra Pradesh,15.9,18.68,15.7,4.3,4.8,4.34,1.5,2.38,1.71,16.0,18.36,15.78
2024-25,3.0,Arunachal Pradesh,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-25,4.0,Assam,3.28,4.48,4.1,0.61,0.7,0.62,0.47,0.8,0.57,0.55,0.63,0.48
2024-25,5.0,Bihar,22.87,27.64,25.6,5.5,6.4,5.83,1.5,2.54,1.84,6.0,7.46,6.04
2024-25,6.0,Chandigarh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-25,7.0,Chattisgarh,8.9,12.03,10.07,4.1,4.19,3.83,0.73,1.13,0.76,1.8,2.84,2.34
2024-25,8.0,Dadra & Nagar Haveli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-25,9.0,Daman & Diu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-25,10.0,Delhi,0.23,0.43,0.4,0.01,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0
2024-25,11.0,GOA,0.02,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.03
2024-25,12.0,Gujarat,25.6,25.82,24.23,6.25,5.84,5.42,0.99,1.18,0.92,7.0,9.98,8.35
2024-25,13.0,Harayana,21.5,25.32,22.65,5.8,5.49,5.34,0.6,0.74,0.47,1.7,1.31,1.03
2024-25,14.0,Himachal Pradesh,0.71,0.81,0.65,0.01,0.04,0.03,0.04,0.05,0.03,0.37,0.41,0.32
2024-25,15.0,J&K,1.48,2.05,1.36,0.49,0.58,0.43,0.22,0.26,0.14,0.04,0.02,0.01
2024-25,16.0,Jharkhand,2.65,4.11,3.73,0.9,0.87,0.84,0.06,0.05,0.03,0.65,1.08,0.85
2024-25,17.0,Karnataka,17.25,22.63,19.17,5.64,6.55,5.86,1.95,3.08,2.21,16.2,25.46,20.9
2024-25,18.0,Kerala,1.11,1.37,1.15,0.17,0.21,0.2,0.82,1.06,0.83,1.37,1.5,1.26
2024-25,19.0,Lakshadweep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-25,20.0,Madhya Pradesh,35.38,42.43,38.09,16.57,12.7,11.66,1.05,1.59,1.08,8.5,11.94,9.77
2024-25,21.0,Maharashtra,23.73,32.72,26.41,7.5,7.13,6.47,2.3,3.45,2.22,30.0,37.86,28.79
2024-25,22.0,Manipur,0.25,0.16,0.14,0.03,0.03,0.02,0.04,0.02,0.02,0.02,0.01,0.01
2024-25,23.0,Meghalaya,0.04,0.04,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
2024-25,24.0,Mizoram,0.08,0.25,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-25,25.0,Nagaland,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-25,26.0,Orissa,6.05,8.15,6.67,2.86,2.83,2.56,0.85,1.11,0.77,2.75,4.04,3.28
2024-25,27.0,Pondicherry,0.16,0.16,0.15,0.01,0.02,0.02,0.01,0.02,0.01,0.07,0.11,0.08
2024-25,28.0,Punjab,26.5,36.7,32.56,8.1,6.99,6.61,1.0,1.06,0.71,2.5,1.73,1.41
2024-25,29.0,Rajasthan,26.2,29.43,26.4,8.5,7.11,6.9,0.21,0.28,0.2,2.25,3.04,2.55
2024-25,30.0,Sikkim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-25,31.0,Tamil Nadu,10.91,12.61,10.92,2.7,2.98,2.56,2.24,2.56,1.94,10.54,10.19,8.49
2024-25,32.0,Telangana,20.2,22.15,20.08,3.9,3.91,3.64,1.3,1.44,1.14,17.0,17.54,14.97
2024-25,33.0,Tripura,0.18,0.24,0.17,0.04,0.03,0.02,0.03,0.06,0.04,0.04,0.04,0.03
2024-25,34.0,Uttar Pradesh,2.03,2.6,2.31,0.3,0.52,0.4,0.08,0.08,0.04,0.4,0.28,0.21
2024-25,35.0,Uttarakhand,77.0,91.72,79.18,24.05,21.55,19.51,1.72,2.5,1.76,14.5,12.85,10.5
2024-25,36.0,West Bengal,13.8,19.05,15.77,3.55,3.62,3.12,2.5,3.41,2.57,11.0,15.25,12.24
2024-25,37.0,All India,364.01,443.83,387.92,111.92,105.14,96.29,22.21,30.85,22.02,151.29,183.98,149.72
