Train_Average_Reward,Test_Average_Reward,Random_Test_Average_Reward,Test_Improvement_Over_Random,Train_Test_Reward_Gap,Relative_Gap,Diagnosis
145.56495999999999,145.5044,-122.33208,267.83648,0.06055999999998107,0.0004160341884474195,No strong overfitting/underfitting sign: learned policy generalizes to held-out test states.
