Episode,Total_Reward
1939,114.4
1940,116.5
1941,126.9
1942,158.0
1943,117.5
1944,140.0
1945,104.06
1946,121.96
1947,89.16
1948,143.89999999999998
1949,157.0
1950,160.0
1951,128.0
1952,160.0
1953,160.0
1954,94.49999999999999
1955,140.5
1956,90.5
1957,107.5
1958,140.5
1959,109.6
1960,115.8
1961,159.0
1962,126.0
1963,110.6
1964,130.36
1965,145.7
1966,156.8
1967,160.0
1968,126.4
1969,66.8
1970,130.6
1971,157.0
1972,159.0
1973,100.0
1974,108.39999999999999
1975,128.0
1976,152.4
1977,123.2
1978,68.6
1979,103.8
1980,150.39999999999998
1981,147.2
1982,160.0
1983,160.0
1984,144.2
1985,141.0
1986,133.2
1987,121.0
1988,156.8
1989,160.0
1990,135.2
1991,124.0
1992,157.0
1993,160.0
1994,145.7
1995,100.8
1996,137.0
1997,118.0
1998,123.7
1999,136.6
2000,117.5
2001,122.8
2002,160.0
2003,118.0
2004,133.5
2005,133.2
2006,128.0
2007,128.3
2008,86.8
2009,111.8
2010,114.2
2011,99.5
2012,160.0
2013,115.99999999999999
2014,119.2
2015,100.5
2016,133.0
2017,129.6
2018,160.0
2019,131.79999999999998
2020,152.4
2021,133.4
2022,97.56
2023,114.2
2024,144.7
2025,87.5
2026,114.6
2027,109.36
2028,136.0
2029,134.36
2030,62.4
2031,137.0
2032,156.56
2033,139.0
2034,134.16
2035,87.19999999999999
2036,156.8
2037,108.86
2038,160.0
2039,139.0
2040,66.1
2041,151.2
2042,142.8
2043,144.0
2044,95.5
2045,11.8
2046,100.5
2047,96.5
2048,160.0
2049,139.2
2050,113.89999999999998
2051,121.0
2052,68.46
2053,152.7
2054,139.4
2055,117.56
2056,125.2
2057,112.0
2058,121.7
2059,137.0
2060,112.0
2061,151.8
2062,125.39999999999999
2063,100.5
2064,86.19999999999999
2065,125.4
2066,121.0
2067,135.5
2068,157.0
2069,92.9
2070,89.5
2071,160.0
2072,157.0
2073,160.0
2074,147.8
2075,133.0
2076,153.26
2077,134.9
2078,160.0
2079,116.5
2080,118.2
2081,129.0
2082,138.0
2083,136.0
2084,145.1
2085,152.7
2086,128.5
2087,150.76
2088,159.0
2089,89.96
2090,133.4
2091,147.8
2092,133.4
2093,136.4
2094,161.0
2095,137.2
2096,129.0
2097,132.2
2098,160.0
2099,148.0
2100,109.2
2101,156.0
2102,150.6
2103,122.0
2104,74.0
2105,137.0
2106,160.0
2107,160.0
2108,94.0
2109,47.5
2110,148.5
2111,155.56
2112,115.0
2113,162.0
2114,117.4
2115,133.6
2116,162.0
2117,140.5
2118,140.9
2119,159.6
2120,154.0
2121,136.4
2122,102.19999999999999
2123,129.0
2124,159.0
2125,111.69999999999999
2126,138.8
2127,158.0
2128,160.0
2129,156.7
2130,152.29999999999998
2131,159.0
2132,148.5
2133,160.0
2134,153.36
2135,118.6
2136,121.0
2137,160.0
2138,139.0
2139,84.0
2140,73.2
2141,156.0
2142,148.5
2143,128.8
2144,129.8
2145,160.0
2146,131.8
2147,132.0
2148,132.0
2149,135.5
2150,150.4
2151,139.0
2152,156.7
2153,160.0
2154,121.0
2155,86.0
2156,137.0
2157,129.2
2158,152.16
2159,137.0
2160,106.8
2161,147.5
2162,118.19999999999999
2163,158.0
2164,137.0
2165,123.5
2166,127.5
2167,149.0
2168,118.2
2169,106.80000000000001
2170,160.0
2171,160.0
2172,160.0
2173,145.2
2174,160.0
2175,142.5
2176,128.8
2177,98.0
2178,87.3
2179,155.8
2180,140.0
2181,160.0
2182,77.2
2183,78.56
2184,119.5
2185,157.6
2186,47.099999999999994
2187,102.7
2188,112.5
2189,66.4
2190,149.0
2191,129.4
2192,159.0
2193,140.0
2194,137.2
2195,152.4
2196,147.06
2197,159.0
2198,160.0
2199,157.0
2200,119.5
2201,118.6
2202,131.9
2203,136.0
2204,115.1
2205,147.8
2206,136.7
2207,150.4
2208,156.8
2209,109.80000000000001
2210,156.8
2211,129.39999999999998
2212,160.0
2213,121.0
2214,109.4
2215,160.0
2216,154.0
2217,160.0
2218,138.6
2219,133.3
2220,133.4
2221,118.0
2222,132.0
2223,160.0
2224,129.0
2225,160.0
2226,162.0
2227,131.6
2228,133.4
2229,160.0
2230,93.0
2231,129.0
2232,146.0
2233,160.0
2234,97.5
2235,144.5
2236,131.8
2237,156.0
2238,105.9
2239,114.5
2240,160.0
2241,160.0
2242,119.8
2243,138.5
2244,130.6
2245,160.0
2246,99.1
2247,111.9
2248,103.8
2249,81.9
2250,131.0
2251,138.0
2252,160.0
2253,95.0
2254,156.7
2255,135.5
2256,139.0
2257,131.9
2258,124.8
2259,89.4
2260,160.0
2261,142.6
2262,77.5
2263,105.16
2264,132.0
2265,160.0
2266,160.0
2267,157.6
2268,160.0
2269,149.0
2270,155.7
2271,131.3
2272,130.6
2273,115.0
2274,129.2
2275,149.0
2276,113.8
2277,160.0
2278,132.2
2279,160.0
2280,97.0
2281,119.56
2282,64.69999999999999
2283,157.0
2284,124.2
2285,156.8
2286,89.69999999999999
2287,125.5
2288,148.4
2289,129.2
2290,148.5
2291,111.4
2292,106.8
2293,138.0
2294,129.0
2295,159.6
2296,127.26
2297,137.0
2298,103.4
2299,137.8
2300,72.4
2301,96.5
2302,132.8
2303,90.80000000000001
2304,75.0
2305,114.4
2306,150.4
2307,114.7
2308,108.0
2309,156.7
2310,94.7
2311,128.5
2312,75.7
2313,72.4
2314,136.8
2315,134.9
2316,114.5
2317,66.3
2318,141.0
2319,57.0
2320,138.7
2321,133.0
2322,116.5
2323,42.9
2324,86.9
2325,137.0
2326,160.0
2327,160.0
2328,157.0
2329,77.86
2330,114.9
2331,104.5
2332,100.0
2333,135.5
2334,131.6
2335,110.0
2336,114.5
2337,156.8
2338,146.6
2339,154.0
2340,160.0
2341,119.0
2342,68.8
2343,92.3
2344,126.0
2345,137.6
2346,159.0
2347,135.0
2348,106.5
2349,119.0
2350,152.4
2351,95.5
2352,129.0
2353,137.0
2354,133.7
2355,73.4
2356,132.0
2357,113.0
2358,160.0
2359,160.0
2360,152.7
2361,160.0
2362,136.0
2363,132.8
2364,160.0
2365,126.5
2366,160.0
2367,155.6
2368,160.0
2369,159.0
2370,72.6
2371,115.1
2372,156.0
2373,137.0
2374,124.5
2375,160.0
2376,138.0
2377,154.16
2378,140.0
2379,112.0
2380,134.9
2381,158.6
2382,133.4
2383,48.99999999999999
2384,72.4
2385,160.0
2386,91.3
2387,160.0
2388,150.4
2389,131.0
2390,120.3
2391,116.0
2392,160.0
2393,160.0
2394,155.56
2395,116.0
2396,126.0
2397,137.0
2398,157.0
2399,122.5
2400,117.4
2401,159.0
2402,125.0
2403,129.4
2404,54.7
2405,132.0
2406,137.0
2407,153.76
2408,140.0
2409,114.6
2410,136.6
2411,159.0
2412,139.0
2413,160.0
2414,160.0
2415,160.0
2416,86.75999999999999
2417,160.0
2418,130.6
2419,121.0
2420,160.0
2421,129.5
2422,126.8
2423,132.0
2424,131.3
2425,134.6
2426,133.5
2427,147.56
2428,155.8
2429,160.0
2430,97.9
2431,125.4
2432,160.0
2433,132.0
2434,135.8
2435,139.0
2436,98.0
2437,125.0
2438,160.0
2439,160.0
2440,137.0
2441,154.0
2442,157.0
2443,137.0
2444,160.0
2445,106.4
2446,91.5
2447,160.0
2448,119.7
2449,111.8
2450,117.9
2451,124.8
2452,119.6
2453,118.2
2454,101.8
2455,137.0
2456,146.0
2457,156.0
2458,160.0
2459,120.0
2460,160.0
2461,60.75999999999999
2462,147.8
2463,160.0
2464,132.8
2465,113.5
2466,94.39999999999999
2467,156.0
2468,91.0
2469,160.0
2470,162.0
2471,130.8
2472,116.5
2473,123.0
2474,119.5
2475,160.0
2476,129.0
2477,112.0
2478,160.0
2479,160.0
2480,127.0
2481,135.6
2482,91.9
2483,93.0
2484,156.0
2485,113.4
2486,113.8
2487,139.0
2488,119.5
2489,117.4
2490,132.3
2491,118.2
2492,160.0
2493,75.1
2494,125.4
2495,103.7
2496,95.1
2497,155.6
2498,138.2
2499,156.8
2500,81.9
2501,134.5
2502,126.0
2503,131.0
2504,111.0
2505,159.0
2506,137.0
2507,104.3
2508,131.5
2509,160.0
2510,147.8
2511,98.5
2512,139.0
2513,145.56
2514,137.0
2515,144.5
2516,136.6
2517,156.7
2518,76.8
2519,138.5
2520,142.0
2521,137.0
2522,155.7
2523,76.9
2524,90.19999999999999
2525,160.0
2526,148.7
2527,121.0
2528,159.0
2529,61.900000000000006
2530,160.0
2531,121.2
2532,115.0
2533,132.2
2534,92.19999999999999
2535,142.1
2536,133.4
2537,136.4
2538,147.8
2539,71.5
2540,127.0
2541,159.0
2542,133.56
2543,140.0
2544,160.0
2545,156.0
2546,116.0
2547,114.5
2548,131.6
2549,84.0
2550,118.52000000000001
2551,160.0
2552,116.0
2553,114.0
2554,131.2
2555,140.0
2556,156.8
2557,160.0
2558,111.4
2559,108.56
2560,108.0
2561,129.2
2562,130.5
2563,139.0
2564,114.6
2565,117.5
2566,106.8
2567,152.4
2568,110.9
2569,139.5
2570,119.5
2571,159.0
2572,139.0
2573,150.7
2574,160.0
2575,151.8
2576,129.0
2577,96.5
2578,156.7
2579,144.0
2580,160.0
2581,130.1
2582,125.0
2583,160.0
2584,114.0
2585,156.7
2586,155.6
2587,140.0
2588,60.0
2589,99.10000000000001
2590,134.9
2591,76.0
2592,84.4
2593,103.3
2594,145.3
2595,132.0
2596,137.0
2597,134.0
2598,129.4
2599,79.3
2600,150.56
2601,136.7
2602,90.80000000000001
2603,160.0
2604,121.0
2605,117.0
2606,95.0
2607,160.0
2608,105.1
2609,104.0
2610,137.0
2611,156.56
2612,159.0
2613,135.5
2614,157.0
2615,130.0
2616,98.0
2617,118.39999999999999
2618,126.0
2619,129.2
2620,156.0
2621,131.8
2622,125.5
2623,138.8
2624,138.5
2625,137.0
2626,75.2
2627,125.4
2628,160.0
2629,159.0
2630,100.8
2631,133.0
2632,95.0
2633,137.0
2634,133.4
2635,101.0
2636,145.8
2637,135.8
2638,148.0
2639,160.0
2640,156.0
2641,116.5
2642,139.6
2643,160.0
2644,118.0
2645,129.2
2646,115.0
2647,125.9
2648,115.0
2649,152.4
2650,160.0
2651,133.3
2652,133.0
2653,96.9
2654,129.56
2655,133.4
2656,115.1
2657,158.7
2658,160.0
2659,72.19999999999999
2660,160.0
2661,137.6
2662,156.8
2663,160.0
2664,162.0
2665,118.0
2666,160.0
2667,160.0
2668,156.0
2669,111.0
2670,149.0
2671,92.5
2672,94.10000000000002
2673,160.0
2674,137.6
2675,84.8
2676,80.6
2677,160.0
2678,130.7
2679,98.8
2680,117.4
2681,117.4
2682,92.5
2683,137.0
2684,160.0
2685,111.2
2686,154.3
2687,140.0
2688,153.56
2689,157.0
2690,86.8
2691,160.0
2692,160.0
2693,160.0
2694,159.0
2695,149.0
2696,160.0
2697,145.3
2698,93.4
2699,156.0
2700,137.0
2701,156.56
2702,155.6
2703,100.0
2704,123.9
2705,67.1
2706,87.9
2707,18.5
2708,140.6
2709,119.0
2710,157.0
2711,160.0
2712,155.8
2713,119.86
2714,128.56
2715,155.8
2716,142.0
2717,133.8
2718,74.7
2719,156.7
2720,81.8
2721,160.0
2722,162.0
2723,95.5
2724,160.0
2725,133.2
2726,159.0
2727,159.0
2728,159.0
2729,117.3
2730,137.0
2731,107.3
2732,118.0
2733,116.0
2734,159.0
2735,74.16
2736,141.0
2737,135.5
2738,156.56
2739,132.8
2740,91.19999999999999
2741,115.0
2742,162.0
2743,110.5
2744,123.0
2745,137.0
2746,159.0
2747,160.0
2748,109.0
2749,157.6
2750,128.5
2751,124.8
2752,160.0
2753,122.5
2754,95.0
2755,125.5
2756,149.8
2757,157.0
2758,129.5
2759,100.1
2760,94.9
2761,118.5
2762,101.8
2763,67.69999999999999
2764,108.6
2765,137.0
2766,135.6
2767,159.0
2768,160.0
2769,125.8
2770,134.5
2771,93.89999999999999
2772,74.5
2773,148.0
2774,133.0
2775,150.4
2776,146.0
2777,122.1
2778,115.3
2779,149.0
2780,160.0
2781,138.0
2782,100.9
2783,137.0
2784,146.6
2785,160.0
2786,117.8
2787,160.0
2788,110.0
2789,134.5
2790,98.46000000000001
2791,120.6
2792,156.56
2793,117.0
2794,159.6
2795,76.6
2796,122.5
2797,108.8
2798,111.0
2799,92.0
2800,138.3
2801,159.0
2802,139.66
2803,131.0
2804,137.0
2805,93.5
2806,109.1
2807,156.5
2808,160.0
2809,117.4
2810,94.4
2811,132.0
2812,133.0
2813,109.5
2814,114.9
2815,62.86
2816,158.0
2817,137.0
2818,133.4
2819,119.5
2820,115.0
2821,115.0
2822,136.8
2823,135.5
2824,150.5
2825,103.4
2826,127.5
2827,128.4
2828,123.9
2829,128.5
2830,159.0
2831,101.69999999999999
2832,160.0
2833,150.4
2834,160.0
2835,118.6
2836,112.4
2837,119.5
2838,116.86
2839,129.4
2840,115.0
2841,119.5
2842,154.0
2843,160.0
2844,141.0
2845,116.3
2846,156.7
2847,157.0
2848,158.8
2849,160.0
2850,155.7
2851,160.0
2852,80.19999999999999
2853,94.5
2854,144.2
2855,122.7
2856,100.0
2857,107.5
2858,156.0
2859,131.3
2860,160.0
2861,154.0
2862,129.0
2863,157.0
2864,159.0
2865,160.0
2866,133.56
2867,137.0
2868,118.0
2869,90.4
2870,129.06
2871,83.2
2872,126.0
2873,116.5
2874,148.5
2875,94.0
2876,137.0
2877,111.50000000000001
2878,157.0
2879,137.0
2880,141.0
2881,140.5
2882,160.0
2883,156.8
2884,120.6
2885,157.6
2886,110.0
2887,125.0
2888,160.0
2889,146.0
2890,103.96000000000001
2891,115.0
2892,115.0
2893,86.4
2894,138.4
2895,160.0
2896,112.4
2897,98.1
2898,71.8
2899,145.3
2900,155.8
2901,76.0
2902,152.7
2903,156.56
2904,94.0
2905,134.0
2906,157.6
2907,154.29999999999998
2908,137.0
2909,156.8
2910,160.0
2911,154.0
2912,140.3
2913,129.8
2914,120.0
2915,136.0
2916,65.4
2917,143.4
2918,131.46
2919,144.5
2920,130.5
2921,157.6
2922,117.0
2923,146.5
2924,154.0
2925,97.4
2926,157.6
2927,104.5
2928,132.8
2929,118.5
2930,158.0
2931,89.2
2932,83.0
2933,139.0
2934,135.6
2935,148.4
2936,101.5
2937,108.8
2938,160.0
2939,139.0
2940,103.6
2941,137.6
2942,118.0
2943,129.0
2944,129.2
2945,109.0
2946,140.0
2947,144.5
2948,117.8
2949,137.0
2950,162.0
2951,99.75999999999999
2952,78.5
2953,156.8
2954,160.0
2955,108.8
2956,136.8
2957,160.0
2958,123.75999999999999
2959,112.80000000000001
2960,137.6
2961,107.7
2962,68.59999999999998
2963,149.0
2964,136.6
2965,139.0
2966,160.0
2967,110.5
2968,160.0
2969,72.4
2970,119.5
2971,156.8
2972,144.0
2973,86.9
2974,102.7
2975,156.7
2976,136.8
2977,108.4
2978,137.0
2979,108.8
2980,137.0
2981,118.4
2982,160.0
2983,137.0
2984,157.0
2985,137.0
2986,137.0
2987,160.0
2988,90.8
2989,160.0
2990,121.0
2991,160.0
2992,136.56
2993,160.0
2994,129.5
2995,145.8
2996,152.4
2997,160.0
2998,126.8
2999,147.2
3000,120.6
3001,160.0
3002,160.0
3003,160.0
3004,114.8
3005,160.0
3006,125.0
3007,157.0
3008,148.0
3009,97.8
3010,150.56
3011,146.8
3012,157.6
3013,146.6
3014,162.0
3015,113.5
3016,99.5
3017,121.9
3018,132.0
3019,160.0
3020,148.0
3021,109.3
3022,132.3
3023,160.0
3024,90.0
3025,160.0
3026,142.0
3027,95.2
3028,160.0
3029,150.7
3030,117.79999999999998
3031,138.5
3032,119.5
3033,156.8
3034,117.4
3035,135.8
3036,137.0
3037,89.5
3038,108.06
3039,160.0
3040,131.0
3041,151.2
3042,121.3
3043,160.0
3044,143.4
3045,156.7
3046,98.0
3047,157.0
3048,157.6
3049,156.56
3050,160.0
3051,112.7
3052,144.5
3053,160.0
3054,136.4
3055,162.0
3056,148.5
3057,129.5
3058,58.2
3059,137.6
3060,93.8
3061,100.8
3062,145.8
3063,160.0
3064,135.6
3065,116.5
3066,116.0
3067,114.5
3068,160.0
3069,117.4
3070,155.56
3071,115.0
3072,101.0
3073,85.4
3074,119.5
3075,160.0
3076,156.7
3077,134.0
3078,132.8
3079,160.0
3080,135.2
3081,133.56
3082,138.8
3083,148.4
3084,137.6
3085,146.0
3086,122.1
3087,159.0
3088,124.5
3089,160.0
3090,136.8
3091,117.4
3092,133.4
3093,92.9
3094,159.0
3095,98.0
3096,140.0
3097,157.6
3098,152.4
3099,75.5
3100,160.0
3101,85.4
3102,139.0
3103,70.80000000000001
3104,147.3
3105,70.4
3106,76.0
3107,122.4
3108,85.5
3109,154.7
3110,125.6
3111,160.0
3112,132.0
3113,144.5
3114,114.9
3115,100.0
3116,148.5
3117,146.0
3118,115.0
3119,118.5
3120,119.0
3121,147.8
3122,137.0
3123,72.4
3124,124.2
3125,47.0
3126,153.26
3127,157.6
3128,116.4
3129,136.0
3130,157.6
3131,138.5
3132,156.8
3133,160.0
3134,152.4
3135,156.0
3136,133.4
3137,122.2
3138,127.0
3139,106.5
3140,109.2
3141,160.0
3142,152.6
3143,149.0
3144,85.4
3145,127.5
3146,125.9
3147,160.0
3148,110.0
3149,132.8
3150,160.0
3151,155.7
3152,120.5
3153,160.0
3154,114.4
3155,154.0
3156,118.4
3157,98.8
3158,151.36
3159,134.0
3160,125.96
3161,146.8
3162,132.8
3163,125.5
3164,160.0
3165,82.0
3166,128.8
3167,129.4
3168,118.5
3169,159.0
3170,74.8
3171,65.6
3172,131.0
3173,124.0
3174,159.0
3175,113.2
3176,129.0
3177,107.5
3178,120.5
3179,89.5
3180,157.0
3181,148.5
3182,100.3
3183,160.0
3184,95.6
3185,156.7
3186,115.7
3187,111.56
3188,128.5
3189,107.5
3190,160.0
3191,160.0
3192,122.80000000000001
3193,132.4
3194,128.7
3195,83.5
3196,146.0
3197,107.06
3198,79.0
3199,137.0
3200,132.8
3201,149.0
3202,135.3
3203,160.0
3204,159.0
3205,108.0
3206,154.5
3207,132.4
3208,153.6
3209,131.0
3210,128.0
3211,160.0
3212,122.0
3213,128.4
3214,125.5
3215,156.0
3216,150.4
3217,129.5
3218,108.2
3219,114.5
3220,132.8
3221,113.0
3222,119.5
3223,160.0
3224,116.6
3225,146.0
3226,131.0
3227,135.5
3228,160.0
3229,135.5
3230,119.5
3231,131.7
3232,126.0
3233,101.5
3234,162.0
3235,146.0
3236,159.0
3237,134.5
3238,137.0
3239,133.0
3240,133.4
3241,109.8
3242,137.5
3243,131.46
3244,114.4
3245,156.56
3246,136.6
3247,160.0
3248,60.5
3249,160.0
3250,119.5
3251,156.5
3252,152.6
3253,112.0
3254,160.0
3255,94.19999999999999
3256,138.16
3257,148.0
3258,135.5
3259,55.50000000000001
3260,160.0
3261,114.25999999999999
3262,104.4
3263,81.5
3264,158.0
3265,85.7
3266,139.6
3267,138.56
3268,133.4
3269,144.5
3270,159.0
3271,129.0
3272,152.6
3273,154.7
3274,160.0
3275,160.0
3276,133.4
3277,126.0
3278,118.5
3279,140.0
3280,160.0
3281,91.5
3282,119.0
3283,156.8
3284,160.0
3285,118.4
3286,158.0
3287,152.8
3288,131.0
3289,86.4
3290,158.0
3291,64.46000000000001
3292,104.80000000000001
3293,136.6
3294,114.0
3295,117.4
3296,102.9
3297,145.5
3298,108.4
3299,160.0
3300,157.6
3301,156.8
3302,120.0
3303,139.0
3304,140.0
3305,148.5
3306,102.4
3307,152.8
3308,128.0
3309,128.8
3310,115.0
3311,144.8
3312,154.0
3313,131.6
3314,107.5
3315,95.0
3316,115.7
3317,160.0
3318,121.3
3319,81.1
3320,154.0
3321,154.0
3322,157.6
3323,160.0
3324,155.7
3325,150.4
3326,53.9
3327,156.5
3328,129.4
3329,142.2
3330,137.6
3331,159.0
3332,156.5
3333,146.0
3334,87.19999999999999
3335,154.0
3336,160.0
3337,128.4
3338,113.3
3339,117.4
3340,160.0
3341,108.0
3342,159.0
3343,119.0
3344,123.39999999999999
3345,160.0
3346,137.0
3347,130.2
3348,159.0
3349,132.8
3350,120.0
3351,136.8
3352,132.7
3353,101.0
3354,157.6
3355,140.0
3356,148.0
3357,132.0
3358,106.8
3359,75.5
3360,125.4
3361,149.5
3362,116.0
3363,136.4
3364,128.5
3365,113.5
3366,147.8
3367,137.0
3368,119.5
3369,137.0
3370,160.0
3371,133.7
3372,95.0
3373,128.56
3374,121.8
3375,118.5
3376,157.6
3377,136.2
3378,137.0
3379,130.06
3380,111.2
3381,86.0
3382,159.0
3383,151.2
3384,114.0
3385,132.3
3386,85.56
3387,108.66
3388,112.8
3389,137.0
3390,148.5
3391,109.2
3392,135.2
3393,149.0
3394,133.4
3395,160.0
3396,137.0
3397,148.4
3398,114.5
3399,160.0
3400,131.0
3401,149.0
3402,160.0
3403,139.0
3404,141.2
3405,123.5
3406,125.9
3407,137.0
3408,115.8
3409,144.5
3410,160.0
3411,160.0
3412,137.0
3413,150.4
3414,162.0
3415,127.5
3416,151.0
3417,120.5
3418,140.0
3419,117.0
3420,73.5
3421,128.7
3422,104.2
3423,134.0
3424,150.8
3425,77.5
3426,160.0
3427,132.2
3428,117.8
3429,135.5
3430,91.4
3431,121.0
3432,109.0
3433,160.0
3434,137.0
3435,133.7
3436,137.4
3437,124.8
3438,145.5
3439,127.5
3440,158.0
3441,133.0
3442,134.9
3443,132.7
3444,160.0
3445,156.7
3446,119.5
3447,131.46
3448,160.0
3449,156.8
3450,132.8
3451,106.8
3452,156.7
3453,160.0
3454,160.0
3455,159.6
3456,129.5
3457,139.0
3458,142.0
3459,154.8
3460,158.0
3461,96.5
3462,106.6
3463,135.5
3464,155.8
3465,137.5
3466,127.5
3467,118.7
3468,158.0
3469,112.56
3470,137.0
3471,160.0
3472,114.0
3473,88.06
3474,137.6
3475,160.0
3476,157.0
3477,123.39999999999999
3478,155.7
3479,97.1
3480,133.4
3481,135.60000000000002
3482,134.6
3483,133.0
3484,160.0
3485,160.0
3486,160.0
3487,162.0
3488,158.0
3489,160.0
3490,105.8
3491,159.0
3492,133.4
3493,135.1
3494,133.4
3495,129.0
3496,150.4
3497,134.0
3498,113.4
3499,160.0
3500,156.0
3501,77.0
3502,66.5
3503,148.5
3504,137.0
3505,136.4
3506,160.0
3507,160.0
3508,160.0
3509,118.0
3510,135.6
3511,116.9
3512,157.6
3513,116.0
3514,157.0
3515,160.0
3516,157.0
3517,144.5
3518,155.6
3519,135.5
3520,160.0
3521,102.8
3522,137.0
3523,160.0
3524,129.36
3525,159.0
3526,101.56
3527,133.7
3528,132.0
3529,77.5
3530,111.4
3531,148.4
3532,162.0
3533,134.9
3534,159.0
3535,107.0
3536,156.0
3537,140.0
3538,115.0
3539,155.6
3540,132.2
3541,137.0
3542,125.4
3543,137.0
3544,55.6
3545,127.4
3546,140.0
3547,135.2
3548,158.8
3549,95.0
3550,63.4
3551,122.52
3552,148.5
3553,135.5
3554,145.0
3555,66.4
3556,104.9
3557,134.5
3558,140.0
3559,151.2
3560,75.6
3561,115.7
3562,126.0
3563,157.0
3564,107.3
3565,152.7
3566,160.0
3567,136.7
3568,115.6
3569,116.6
3570,46.2
3571,160.0
3572,109.8
3573,154.4
3574,160.0
3575,132.8
3576,160.0
3577,110.0
3578,140.0
3579,156.0
3580,125.0
3581,70.9
3582,160.0
3583,137.0
3584,115.9
3585,98.2
3586,139.0
3587,124.0
3588,111.56
3589,145.8
3590,80.0
3591,141.0
3592,121.7
3593,160.0
3594,159.6
3595,124.8
3596,95.7
3597,122.2
3598,116.0
3599,132.7
3600,148.5
3601,160.0
3602,116.6
3603,157.6
3604,140.0
3605,100.2
3606,123.0
3607,150.8
3608,135.5
3609,129.0
3610,122.7
3611,135.5
3612,156.8
3613,160.0
3614,106.9
3615,129.0
3616,160.0
3617,140.0
3618,140.0
3619,120.7
3620,158.0
3621,121.5
3622,159.0
3623,160.0
3624,97.3
3625,124.8
3626,135.7
3627,159.0
3628,90.0
3629,137.0
3630,135.5
3631,80.7
3632,153.4
3633,133.0
3634,86.4
3635,160.0
3636,160.0
3637,156.8
3638,152.4
3639,127.5
3640,117.5
3641,159.0
3642,75.0
3643,153.4
3644,150.4
3645,115.0
3646,160.0
3647,132.0
3648,100.5
3649,110.5
3650,132.2
3651,154.16
3652,93.8
3653,149.0
3654,160.0
3655,160.0
3656,135.5
3657,156.8
3658,160.0
3659,125.4
3660,137.0
3661,121.9
3662,119.4
3663,133.0
3664,148.4
3665,126.0
3666,115.0
3667,133.36
3668,160.0
3669,129.1
3670,160.0
3671,160.0
3672,117.5
3673,157.0
3674,147.0
3675,162.0
3676,160.0
3677,160.0
3678,115.6
3679,114.0
3680,160.0
3681,117.5
3682,160.0
3683,111.56
3684,159.0
3685,117.7
3686,72.4
3687,157.0
3688,121.0
3689,160.0
3690,132.8
3691,137.0
3692,96.9
3693,129.9
3694,122.2
3695,104.3
3696,160.0
3697,133.4
3698,149.0
3699,115.0
3700,156.0
3701,131.2
3702,160.0
3703,158.0
3704,130.6
3705,47.0
3706,137.0
3707,146.0
3708,148.5
3709,140.0
3710,135.5
3711,133.4
3712,157.0
3713,135.5
3714,94.7
3715,156.0
3716,160.0
3717,116.5
3718,149.0
3719,139.0
3720,117.19999999999999
3721,139.0
3722,132.7
3723,104.7
3724,140.0
3725,156.56
3726,140.0
3727,150.8
3728,104.0
3729,142.0
3730,78.5
3731,157.6
3732,125.75999999999999
3733,162.0
3734,141.4
3735,134.9
3736,135.5
3737,132.4
3738,104.0
3739,148.5
3740,144.5
3741,114.0
3742,160.0
3743,134.16
3744,140.0
3745,160.0
3746,60.9
3747,134.9
3748,149.8
3749,88.5
3750,157.6
3751,145.8
3752,160.0
3753,133.56
3754,140.0
3755,132.3
3756,35.3
3757,46.3
3758,159.0
3759,121.0
3760,94.4
3761,72.2
3762,160.0
3763,160.0
3764,157.6
3765,139.0
3766,159.0
3767,148.5
3768,124.0
3769,135.5
3770,134.5
3771,160.0
3772,150.4
3773,132.0
3774,79.4
3775,119.5
3776,133.8
3777,152.4
3778,135.5
3779,139.0
3780,107.0
3781,137.0
3782,136.56
3783,131.0
3784,137.0
3785,160.0
3786,135.5
3787,157.6
3788,103.0
3789,135.5
3790,138.5
3791,137.0
3792,115.0
3793,155.56
3794,123.3
3795,113.0
3796,159.0
3797,92.0
3798,117.6
3799,156.7
3800,118.0
3801,139.0
3802,117.4
3803,45.099999999999994
3804,160.0
3805,156.56
3806,132.8
3807,139.0
3808,148.5
3809,160.0
3810,111.9
3811,126.0
3812,144.5
3813,160.0
3814,93.8
3815,110.89999999999999
3816,124.2
3817,126.0
3818,119.5
3819,123.3
3820,109.5
3821,98.0
3822,138.5
3823,129.4
3824,160.0
3825,160.0
3826,129.9
3827,137.0
3828,122.7
3829,135.5
3830,132.8
3831,124.7
3832,119.0
3833,96.5
3834,156.7
3835,137.0
3836,129.0
3837,128.5
3838,160.0
3839,123.3
3840,99.0
3841,129.2
3842,162.0
3843,160.0
3844,106.30000000000001
3845,86.0
3846,122.8
3847,114.8
3848,132.06
3849,12.899999999999999
3850,123.3
3851,123.3
3852,156.8
3853,147.5
3854,113.1
3855,157.0
3856,121.0
3857,159.6
3858,160.0
3859,134.5
3860,139.4
3861,145.5
3862,121.30000000000001
3863,132.3
3864,115.56
3865,115.0
3866,95.9
3867,89.8
3868,113.1
3869,137.0
3870,114.5
3871,103.0
3872,157.0
3873,155.0
3874,128.0
3875,142.8
3876,119.5
3877,157.6
3878,144.5
3879,116.9
3880,149.8
3881,141.0
3882,138.5
3883,121.0
3884,156.7
3885,86.86
3886,129.0
3887,137.2
3888,157.6
3889,120.5
3890,99.5
3891,118.5
3892,90.7
3893,160.0
3894,129.2
3895,122.5
3896,160.0
3897,160.0
3898,116.06
